ZCTA,ADI_NATRANK,ADI_STATERNK,ADI_QUINTILE
117682,80,80,3
117683,66,66,5
117684,19,19,2
117685,18,18,1
117686,18,18,4
117687,45,45,2
117688,55,55,2
117689,60,60,2
117690,24,24,4
117691,45,45,5
117692,48,48,3
117693,79,79,2
117694,69,69,2
117695,14,14,1
117696,2,2,5
117697,47,47,4
117698,34,34,1
117699,25,25,4
117700,31,31,3
117701,64,64,5
117702,12,12,5
117703,96,96,1
117704,32,32,4
117705,65,65,3
117706,33,33,1
117707,12,12,4
117708,46,46,3
117709,18,18,1
117710,53,53,4
117711,49,49,4
117712,32,32,1
117713,53,53,2
117714,75,75,3
117715,47,47,1
117716,31,31,5
117717,59,59,1
117718,61,61,1
117719,42,42,1
117720,84,84,3
117721,42,42,4
117722,87,87,3
117723,33,33,2
117724,71,71,5
117725,44,44,1
117726,56,56,2
117727,1,1,1
117728,100,100,1
117729,57,57,2
117730,75,75,1
117731,15,15,2
117732,54,54,5
117733,45,45,1
117734,23,23,4
117735,82,82,4
117736,53,53,2
117737,48,48,3
117738,65,65,3
117739,28,28,1
117740,54,54,5
117741,52,52,3
117742,53,53,5
117743,75,75,5
117744,39,39,1
117745,36,36,2
117746,34,34,1
117747,33,33,5
117748,77,77,5
117749,48,48,3
117750,75,75,1
117751,56,56,1
117752,28,28,5
117753,12,12,5
117754,13,13,1
117755,27,27,1
117756,75,75,2
117757,82,82,1
117758,52,52,5
117759,73,73,3
117760,36,36,4
117761,34,34,3
117762,69,69,2
117763,54,54,2
117764,68,68,4
117765,51,51,4
117766,40,40,2
117767,44,44,2
117768,57,57,1
117769,55,55,1
117770,26,26,4
117771,46,46,3
117772,11,11,3
117773,41,41,5
117774,26,26,3
117775,1,1,2
117776,100,100,1
117777,30,30,5
117778,26,26,3
117779,90,90,1
117780,20,20,4
117781,13,13,3
117782,44,44,5
117783,37,37,5
117784,34,34,4
117785,27,27,4
117786,45,45,1
117787,90,90,3
117788,9,9,4
117789,71,71,3
117790,88,88,3
117791,34,34,5
117792,59,59,1
117793,46,46,1
117794,7,7,4
117795,80,80,5
117796,50,50,5
117797,36,36,4
117798,11,11,5
117799,63,63,4
117800,53,53,1
117801,65,65,4
117802,63,63,1
117803,29,29,2
117804,1,1,2
117805,47,47,2
117806,45,45,2
117807,54,54,1
117808,87,87,2
117809,48,48,1
117810,67,67,3
117811,59,59,4
117812,15,15,5
117813,17,17,5
117814,78,78,3
117815,28,28,4
117816,59,59,2
117817,24,24,1
117818,68,68,4
117819,56,56,4
117820,42,42,5
117821,66,66,4
117822,56,56,1
117823,31,31,5
117824,50,50,4
117825,66,66,5
117826,77,77,4
117827,46,46,2
117828,94,94,1
117829,31,31,1
117830,11,11,1
117831,14,14,2
117832,49,49,3
117833,50,50,5
117834,53,53,5
117835,33,33,4
117836,100,100,1
117837,87,87,2
117838,21,21,4
117839,47,47,1
117840,51,51,5
117841,67,67,5
117842,11,11,2
117843,7,7,4
117844,19,19,1
117845,87,87,4
117846,33,33,1
117847,70,70,1
117848,64,64,4
117849,45,45,4
117850,70,70,4
117851,19,19,3
117852,38,38,4
117853,1,1,4
117854,52,52,5
117855,30,30,5
117856,100,100,4
117857,51,51,4
117858,70,70,3
117859,66,66,1
117860,48,48,1
117861,74,74,5
117862,50,50,5
117863,61,61,4
117864,100,100,3
117865,54,54,1
117866,36,36,2
117867,32,32,3
117868,47,47,3
117869,52,52,5
117870,51,51,1
117871,10,10,3
117872,1,1,2
117873,25,25,5
117874,51,51,5
117875,51,51,3
117876,61,61,5
117877,59,59,3
117878,37,37,1
117879,24,24,3
117880,63,63,2
117881,55,55,4
117882,22,22,5
117883,65,65,4
117884,73,73,2
117885,69,69,2
117886,74,74,1
117887,31,31,2
117888,71,71,1
117889,46,46,3
117890,100,100,4
117891,72,72,4
117892,60,60,1
117893,92,92,2
117894,37,37,2
117895,63,63,1
117896,100,100,2
117897,70,70,2
117898,53,53,4
117899,43,43,5
117900,25,25,3
117901,42,42,4
117902,29,29,1
117903,44,44,5
117904,47,47,1
117905,74,74,1
117906,39,39,1
117907,35,35,2
117908,72,72,3
117909,67,67,5
117910,43,43,4
117911,65,65,2
117912,43,43,3
117913,44,44,4
117914,88,88,5
117915,46,46,4
117916,39,39,3
117917,50,50,4
117918,1,1,4
117919,45,45,1
117920,56,56,2
117921,99,99,4
117922,52,52,5
117923,60,60,3
117924,58,58,5
117925,100,100,2
117926,75,75,3
117927,13,13,2
117928,80,80,5
117929,26,26,2
117930,33,33,3
117931,17,17,1
117932,95,95,3
117933,79,79,5
117934,80,80,2
117935,75,75,5
117936,67,67,5
117937,42,42,1
117938,55,55,4
117939,37,37,2
117940,28,28,1
117941,33,33,4
117942,100,100,4
117943,40,40,2
117944,75,75,1
117945,100,100,5
117946,69,69,4
117947,30,30,2
117948,31,31,3
117949,52,52,1
117950,100,100,2
117951,85,85,3
117952,63,63,3
117953,44,44,2
117954,59,59,4
117955,54,54,2
117956,54,54,3
117957,28,28,2
117958,27,27,3
117959,58,58,2
117960,21,21,4
117961,34,34,3
117962,50,50,1
117963,58,58,1
117964,77,77,3
117965,18,18,1
117966,18,18,3
117967,82,82,3
117968,91,91,4
117969,23,23,5
117970,28,28,3
117971,63,63,4
117972,51,51,4
117973,51,51,5
117974,30,30,2
117975,67,67,5
117976,44,44,5
117977,43,43,2
117978,21,21,2
117979,69,69,5
117980,40,40,4
117981,48,48,2
117982,79,79,4
117983,23,23,2
117984,47,47,1
117985,11,11,3
117986,36,36,3
117987,82,82,5
117988,11,11,3
117989,55,55,5
117990,90,90,2
117991,63,63,3
117992,35,35,2
117993,22,22,2
117994,1,1,5
117995,89,89,2
117996,39,39,5
117997,4,4,2
117998,24,24,1
117999,23,23,1
118000,37,37,4
118001,100,100,2
118002,73,73,4
118003,62,62,4
118004,79,79,2
118005,95,95,3
118006,63,63,3
118007,86,86,5
118008,33,33,2
118009,28,28,1
118010,24,24,2
118011,57,57,4
118012,1,1,4
118013,83,83,5
118014,37,37,5
118015,70,70,2
118016,15,15,3
118017,77,77,4
118018,84,84,5
118019,52,52,2
118020,63,63,3
118021,24,24,5
118022,51,51,2
118023,74,74,3
118024,42,42,5
118025,88,88,5
118026,5,5,2
118027,41,41,2
118028,1,1,2
118029,57,57,5
118030,44,44,5
118031,45,45,4
118032,68,68,3
118033,42,42,1
118034,100,100,4
118035,70,70,2
118036,50,50,4
118037,33,33,4
118038,27,27,3
118039,60,60,5
118040,36,36,1
118041,74,74,4
118042,47,47,3
118043,48,48,4
118044,52,52,4
118045,46,46,1
118046,56,56,2
118047,100,100,1
118048,63,63,1
118049,60,60,4
118050,69,69,2
118051,47,47,3
118052,25,25,2
118053,1,1,3
118054,1,1,4
118055,68,68,2
118056,59,59,4
118057,46,46,5
118058,100,100,1
118059,49,49,4
118060,1,1,2
118061,68,68,1
118062,79,79,3
118063,68,68,2
118064,79,79,5
118065,5,5,1
118066,52,52,1
118067,29,29,3
118068,63,63,3
118069,88,88,4
118070,40,40,2
118071,66,66,5
118072,28,28,5
118073,49,49,3
118074,37,37,4
118075,95,95,3
118076,23,23,1
118077,52,52,2
118078,84,84,1
118079,1,1,5
118080,60,60,2
118081,52,52,4
118082,32,32,2
118083,80,80,4
118084,92,92,2
118085,66,66,4
118086,42,42,1
118087,13,13,5
118088,54,54,5
118089,46,46,4
118090,47,47,1
118091,37,37,2
118092,35,35,5
118093,50,50,1
118094,19,19,1
118095,75,75,3
118096,30,30,2
118097,52,52,2
118098,41,41,3
118099,66,66,2
118100,64,64,1
118101,62,62,3
118102,20,20,2
118103,45,45,4
118104,90,90,1
118105,41,41,4
118106,76,76,3
118107,49,49,3
118108,42,42,2
118109,54,54,1
118110,29,29,5
118111,72,72,2
118112,28,28,4
118113,63,63,5
118114,76,76,3
118115,60,60,2
118116,35,35,2
118117,54,54,5
118118,31,31,4
118119,44,44,4
118120,36,36,3
118121,30,30,5
118122,65,65,4
118123,74,74,2
118124,76,76,3
118125,56,56,3
118126,86,86,1
118127,33,33,5
118128,82,82,1
118129,72,72,3
118130,50,50,2
118131,55,55,2
118132,75,75,3
118133,66,66,5
118134,56,56,3
118135,38,38,1
118136,26,26,4
118137,52,52,2
118138,21,21,1
118139,68,68,1
118140,5,5,1
118141,57,57,3
118142,43,43,3
118143,39,39,1
118144,43,43,4
118145,1,1,1
118146,38,38,5
118147,28,28,3
118148,28,28,1
118149,100,100,5
118150,15,15,2
118151,59,59,3
118152,30,30,2
118153,27,27,4
118154,16,16,3
118155,78,78,1
118156,80,80,1
118157,34,34,4
118158,72,72,2
118159,24,24,1
118160,39,39,3
118161,66,66,5
118162,24,24,2
118163,31,31,2
118164,50,50,5
118165,50,50,1
118166,23,23,4
118167,100,100,5
118168,28,28,5
118169,73,73,1
118170,64,64,2
118171,29,29,1
118172,61,61,5
118173,28,28,5
118174,51,51,2
118175,70,70,4
118176,36,36,5
118177,60,60,2
118178,35,35,1
118179,54,54,1
118180,52,52,3
118181,40,40,5
118182,4,4,5
118183,69,69,1
118184,99,99,2
118185,53,53,3
118186,34,34,4
118187,55,55,4
118188,78,78,3
118189,81,81,3
118190,72,72,1
118191,61,61,3
118192,66,66,5
118193,52,52,1
118194,26,26,3
118195,40,40,2
118196,41,41,3
118197,57,57,3
118198,5,5,3
118199,62,62,5
118200,1,1,2
118201,60,60,3
118202,79,79,1
118203,72,72,4
118204,27,27,2
118205,65,65,5
118206,67,67,2
118207,92,92,1
118208,59,59,1
118209,75,75,5
118210,39,39,2
118211,28,28,1
118212,71,71,1
118213,71,71,2
118214,34,34,1
118215,19,19,3
118216,53,53,2
118217,51,51,3
118218,55,55,1
118219,72,72,3
118220,75,75,3
118221,50,50,1
118222,25,25,2
118223,31,31,2
118224,35,35,2
118225,46,46,4
118226,37,37,3
118227,43,43,4
118228,51,51,1
118229,33,33,2
118230,58,58,2
118231,95,95,3
118232,45,45,3
118233,32,32,2
118234,57,57,4
118235,30,30,1
118236,46,46,5
118237,33,33,1
118238,23,23,4
118239,28,28,2
118240,33,33,5
118241,23,23,1
118242,81,81,2
118243,60,60,2
118244,73,73,5
118245,16,16,5
118246,42,42,1
118247,60,60,4
118248,91,91,3
118249,31,31,1
118250,17,17,1
118251,54,54,5
118252,33,33,3
118253,92,92,1
118254,63,63,2
118255,42,42,2
118256,42,42,3
118257,46,46,2
118258,4,4,3
118259,51,51,1
118260,37,37,2
118261,65,65,1
118262,27,27,5
118263,67,67,1
118264,63,63,4
118265,53,53,2
118266,81,81,3
118267,2,2,2
118268,61,61,4
118269,48,48,5
118270,48,48,2
118271,25,25,2
118272,14,14,4
118273,72,72,1
118274,69,69,4
118275,94,94,1
118276,99,99,4
118277,11,11,3
118278,46,46,1
118279,56,56,4
118280,74,74,3
118281,85,85,2
118282,24,24,2
118283,36,36,3
118284,84,84,1
118285,8,8,5
118286,23,23,4
118287,60,60,1
118288,100,100,5
118289,8,8,2
118290,51,51,3
118291,63,63,2
118292,86,86,4
118293,61,61,4
118294,3,3,3
118295,17,17,2
118296,84,84,2
118297,61,61,2
118298,21,21,1
118299,62,62,2
118300,57,57,4
118301,1,1,5
118302,1,1,2
118303,57,57,2
118304,100,100,5
118305,56,56,5
118306,1,1,3
118307,9,9,1
118308,65,65,4
118309,68,68,4
118310,45,45,1
118311,37,37,3
118312,69,69,3
118313,77,77,2
118314,67,67,4
118315,26,26,3
118316,72,72,4
118317,41,41,3
118318,34,34,2
118319,33,33,4
118320,50,50,4
118321,64,64,5
118322,1,1,2
118323,31,31,1
118324,38,38,5
118325,75,75,4
118326,28,28,5
118327,41,41,1
118328,70,70,2
118329,50,50,1
118330,88,88,5
118331,46,46,5
118332,97,97,3
118333,100,100,1
118334,61,61,1
118335,60,60,3
118336,63,63,3
118337,70,70,4
118338,53,53,2
118339,79,79,3
118340,62,62,1
118341,84,84,4
118342,13,13,3
118343,55,55,5
118344,75,75,4
118345,21,21,2
118346,60,60,2
118347,65,65,5
118348,93,93,1
118349,41,41,2
118350,55,55,5
118351,36,36,4
118352,46,46,3
118353,90,90,2
118354,49,49,5
118355,32,32,2
118356,45,45,2
118357,37,37,1
118358,38,38,1
118359,36,36,5
118360,37,37,4
118361,20,20,4
118362,51,51,5
118363,25,25,2
118364,78,78,1
118365,42,42,3
118366,60,60,3
118367,60,60,3
118368,4,4,1
118369,43,43,3
118370,92,92,2
118371,30,30,2
118372,100,100,2
118373,63,63,2
118374,62,62,2
118375,55,55,2
118376,76,76,5
118377,77,77,5
118378,49,49,3
118379,39,39,5
118380,14,14,5
118381,70,70,2
118382,51,51,3
118383,28,28,5
118384,35,35,4
118385,48,48,2
118386,25,25,4
118387,51,51,2
118388,9,9,2
118389,36,36,2
118390,20,20,2
118391,55,55,1
118392,25,25,5
118393,36,36,2
118394,100,100,1
118395,71,71,1
118396,65,65,3
118397,82,82,5
118398,62,62,1
118399,14,14,1
118400,17,17,3
118401,1,1,3
118402,55,55,2
118403,23,23,2
118404,35,35,3
118405,42,42,2
118406,34,34,5
118407,49,49,1
118408,42,42,2
118409,40,40,5
118410,11,11,5
118411,56,56,1
118412,100,100,5
118413,56,56,4
118414,100,100,2
118415,35,35,3
118416,43,43,2
118417,49,49,1
118418,45,45,2
118419,79,79,3
118420,1,1,5
118421,38,38,2
118422,91,91,2
118423,37,37,3
118424,73,73,4
118425,65,65,4
118426,48,48,2
118427,57,57,3
118428,47,47,2
118429,1,1,4
118430,61,61,1
118431,34,34,2
118432,15,15,3
118433,59,59,5
118434,58,58,3
118435,74,74,5
118436,43,43,1
118437,71,71,3
118438,50,50,3
118439,58,58,4
118440,60,60,5
118441,16,16,5
118442,59,59,4
118443,52,52,4
118444,43,43,5
118445,52,52,2
118446,100,100,5
118447,2,2,5
118448,46,46,3
118449,70,70,4
118450,18,18,2
118451,59,59,1
118452,57,57,3
118453,10,10,1
118454,35,35,3
118455,94,94,5
118456,10,10,1
118457,39,39,1
118458,45,45,4
118459,50,50,2
118460,39,39,3
118461,52,52,3
118462,49,49,1
118463,67,67,1
118464,71,71,5
118465,60,60,2
118466,55,55,3
118467,10,10,5
118468,52,52,5
118469,77,77,1
118470,9,9,3
118471,17,17,4
118472,87,87,4
118473,12,12,4
118474,47,47,3
118475,36,36,1
118476,85,85,3
118477,57,57,4
118478,69,69,4
118479,51,51,1
118480,99,99,1
118481,31,31,5
118482,58,58,1
118483,81,81,2
118484,87,87,4
118485,43,43,3
118486,1,1,1
118487,40,40,3
118488,93,93,3
118489,30,30,3
118490,57,57,5
118491,42,42,2
118492,48,48,4
118493,82,82,1
118494,56,56,2
118495,100,100,4
118496,74,74,2
118497,53,53,3
118498,47,47,1
118499,58,58,1
118500,19,19,3
118501,23,23,4
118502,68,68,1
118503,72,72,5
118504,16,16,2
118505,71,71,1
118506,45,45,2
118507,29,29,1
118508,42,42,1
118509,72,72,4
118510,65,65,3
118511,57,57,2
118512,59,59,5
118513,21,21,2
118514,63,63,1
118515,38,38,2
118516,100,100,2
118517,40,40,3
118518,100,100,2
118519,45,45,3
118520,47,47,4
118521,42,42,4
118522,18,18,4
118523,83,83,2
118524,52,52,1
118525,65,65,3
118526,90,90,1
118527,46,46,1
118528,47,47,3
118529,53,53,2
118530,17,17,4
118531,4,4,2
118532,12,12,5
118533,81,81,4
118534,41,41,1
118535,69,69,3
118536,43,43,3
118537,10,10,4
118538,71,71,3
118539,27,27,3
118540,64,64,2
118541,73,73,2
118542,48,48,5
118543,61,61,2
118544,14,14,1
118545,100,100,1
118546,61,61,5
118547,69,69,3
118548,73,73,4
118549,46,46,5
118550,51,51,5
118551,77,77,3
118552,40,40,1
118553,59,59,1
118554,61,61,3
118555,31,31,2
118556,61,61,3
118557,7,7,3
118558,72,72,4
118559,89,89,1
118560,72,72,1
118561,87,87,4
118562,30,30,1
118563,44,44,4
118564,53,53,3
118565,53,53,5
118566,39,39,5
118567,27,27,3
118568,93,93,4
118569,29,29,1
118570,91,91,2
118571,62,62,4
118572,55,55,4
118573,63,63,3
118574,88,88,1
118575,1,1,5
118576,58,58,2
118577,53,53,5
118578,54,54,4
118579,73,73,2
118580,34,34,1
118581,21,21,2
118582,15,15,5
118583,27,27,5
118584,67,67,3
118585,62,62,3
118586,72,72,4
118587,38,38,3
118588,39,39,4
118589,91,91,2
118590,75,75,5
118591,68,68,4
118592,4,4,2
118593,98,98,5
118594,47,47,3
118595,54,54,1
118596,61,61,1
118597,54,54,4
118598,45,45,5
118599,53,53,5
118600,65,65,4
118601,71,71,1
118602,80,80,1
118603,22,22,2
118604,36,36,5
118605,71,71,5
118606,10,10,2
118607,54,54,4
118608,30,30,3
118609,63,63,1
118610,28,28,3
118611,41,41,5
118612,42,42,2
118613,56,56,5
118614,73,73,2
118615,75,75,1
118616,55,55,1
118617,22,22,5
118618,100,100,3
118619,47,47,4
118620,56,56,3
118621,56,56,3
118622,58,58,5
118623,28,28,3
118624,60,60,5
118625,95,95,1
118626,1,1,4
118627,50,50,4
118628,21,21,5
118629,74,74,2
118630,78,78,4
118631,46,46,3
118632,51,51,2
118633,27,27,1
118634,1,1,1
118635,43,43,5
118636,44,44,4
118637,51,51,2
118638,1,1,5
118639,6,6,1
118640,12,12,4
118641,52,52,5
118642,64,64,5
118643,20,20,2
118644,43,43,4
118645,35,35,3
118646,100,100,5
118647,40,40,3
118648,39,39,4
118649,29,29,1
118650,2,2,3
118651,66,66,3
118652,43,43,4
118653,40,40,4
118654,54,54,5
118655,10,10,4
118656,94,94,2
118657,4,4,5
118658,94,94,1
118659,49,49,4
118660,40,40,5
118661,66,66,1
118662,41,41,5
118663,73,73,4
118664,57,57,3
118665,67,67,2
118666,76,76,3
118667,45,45,5
118668,74,74,2
118669,62,62,3
118670,83,83,1
118671,40,40,2
118672,84,84,4
118673,30,30,2
118674,1,1,5
118675,15,15,3
118676,41,41,3
118677,56,56,1
118678,50,50,5
118679,69,69,1
118680,19,19,3
118681,93,93,2
118682,83,83,3
118683,73,73,4
118684,81,81,4
118685,11,11,1
118686,67,67,3
118687,68,68,4
118688,74,74,3
118689,71,71,1
118690,61,61,2
118691,60,60,2
118692,79,79,1
118693,34,34,2
118694,59,59,3
118695,36,36,1
118696,46,46,4
118697,1,1,5
118698,28,28,5
118699,39,39,5
118700,39,39,2
118701,41,41,1
118702,20,20,5
118703,41,41,1
118704,77,77,2
118705,42,42,3
118706,82,82,1
118707,80,80,5
118708,35,35,4
118709,64,64,4
118710,17,17,5
118711,23,23,2
118712,52,52,4
118713,62,62,2
118714,90,90,4
118715,45,45,1
118716,54,54,4
118717,52,52,5
118718,94,94,1
118719,83,83,1
118720,59,59,1
118721,69,69,3
118722,58,58,2
118723,76,76,5
118724,71,71,3
118725,42,42,3
118726,52,52,4
118727,54,54,2
118728,53,53,2
118729,37,37,4
118730,58,58,4
118731,37,37,1
118732,35,35,1
118733,47,47,2
118734,56,56,2
118735,80,80,2
118736,67,67,4
118737,77,77,5
118738,94,94,1
118739,35,35,3
118740,67,67,2
118741,68,68,3
118742,56,56,4
118743,72,72,5
118744,52,52,1
118745,66,66,1
118746,14,14,4
118747,50,50,2
118748,67,67,1
118749,75,75,1
118750,28,28,3
118751,47,47,2
118752,23,23,5
118753,40,40,3
118754,57,57,2
118755,75,75,4
118756,72,72,2
118757,55,55,3
118758,33,33,3
118759,46,46,3
118760,100,100,4
118761,15,15,2
118762,19,19,5
118763,54,54,4
118764,67,67,2
118765,71,71,1
118766,57,57,2
118767,12,12,2
118768,44,44,3
118769,5,5,1
118770,59,59,5
118771,61,61,1
118772,46,46,2
118773,20,20,1
118774,29,29,2
118775,9,9,5
118776,48,48,4
118777,100,100,2
118778,47,47,5
118779,39,39,5
118780,55,55,4
118781,21,21,5
118782,22,22,4
118783,34,34,3
118784,72,72,2
118785,58,58,2
118786,46,46,3
118787,68,68,5
118788,92,92,3
118789,68,68,5
118790,24,24,2
118791,2,2,4
118792,6,6,4
118793,71,71,4
118794,31,31,4
118795,70,70,2
118796,38,38,1
118797,59,59,5
118798,67,67,1
118799,30,30,3
118800,70,70,3
118801,33,33,2
118802,32,32,4
118803,70,70,4
118804,65,65,5
118805,61,61,2
118806,22,22,3
118807,40,40,5
118808,67,67,5
118809,100,100,5
118810,95,95,4
118811,38,38,1
118812,33,33,1
118813,93,93,5
118814,65,65,5
118815,38,38,4
118816,53,53,2
118817,18,18,4
118818,75,75,2
118819,84,84,3
118820,88,88,2
118821,78,78,5
118822,41,41,2
118823,72,72,3
118824,86,86,2
118825,73,73,4
118826,71,71,3
118827,54,54,5
118828,27,27,1
118829,96,96,2
118830,49,49,4
118831,80,80,2
118832,100,100,1
118833,72,72,3
118834,79,79,4
118835,26,26,1
118836,31,31,2
118837,81,81,5
118838,36,36,3
118839,16,16,1
118840,8,8,2
118841,44,44,4
118842,44,44,1
118843,74,74,5
118844,25,25,4
118845,84,84,3
118846,19,19,5
118847,20,20,2
118848,53,53,2
118849,51,51,4
118850,64,64,3
118851,20,20,2
118852,58,58,2
118853,8,8,2
118854,1,1,2
118855,95,95,4
118856,76,76,4
118857,49,49,3
118858,1,1,2
118859,38,38,2
118860,61,61,2
118861,38,38,1
118862,89,89,2
118863,65,65,2
118864,26,26,3
118865,10,10,4
118866,71,71,2
118867,71,71,5
118868,68,68,5
118869,92,92,5
118870,61,61,5
118871,52,52,4
118872,69,69,3
118873,80,80,1
118874,67,67,4
118875,50,50,4
118876,74,74,3
118877,52,52,4
118878,37,37,3
118879,53,53,3
118880,42,42,2
118881,47,47,4
118882,28,28,5
118883,74,74,5
118884,55,55,4
118885,67,67,1
118886,62,62,5
118887,27,27,2
118888,83,83,5
118889,44,44,1
118890,40,40,3
118891,55,55,4
118892,55,55,4
118893,100,100,3
118894,64,64,4
118895,37,37,3
118896,97,97,2
118897,9,9,4
118898,37,37,2
118899,36,36,4
118900,49,49,1
118901,58,58,3
118902,60,60,3
118903,60,60,2
118904,65,65,3
118905,48,48,4
118906,82,82,5
118907,9,9,5
118908,1,1,4
118909,68,68,3
118910,41,41,2
118911,92,92,1
118912,76,76,2
118913,64,64,5
118914,37,37,2
118915,66,66,3
118916,40,40,2
118917,51,51,2
118918,41,41,1
118919,56,56,4
118920,43,43,3
118921,75,75,4
118922,61,61,3
118923,37,37,4
118924,38,38,4
118925,18,18,4
118926,1,1,3
118927,73,73,2
118928,41,41,5
118929,19,19,1
118930,61,61,1
118931,31,31,3
118932,48,48,4
118933,17,17,1
118934,66,66,4
118935,52,52,3
118936,62,62,3
118937,39,39,3
118938,56,56,3
118939,13,13,1
118940,100,100,1
118941,60,60,2
118942,92,92,4
118943,43,43,3
118944,23,23,3
118945,37,37,3
118946,48,48,3
118947,47,47,2
118948,96,96,1
118949,28,28,5
118950,34,34,3
118951,67,67,4
118952,10,10,3
118953,48,48,4
118954,53,53,3
118955,60,60,1
118956,58,58,5
118957,99,99,2
118958,27,27,1
118959,33,33,1
118960,65,65,4
118961,55,55,4
118962,58,58,4
118963,14,14,5
118964,100,100,2
118965,61,61,3
118966,10,10,4
118967,65,65,5
118968,22,22,2
118969,73,73,5
118970,17,17,1
118971,75,75,4
118972,19,19,4
118973,25,25,5
118974,53,53,1
118975,34,34,1
118976,36,36,1
118977,11,11,3
118978,41,41,4
118979,72,72,5
118980,96,96,3
118981,70,70,1
118982,67,67,2
118983,7,7,1
118984,49,49,4
118985,33,33,5
118986,12,12,5
118987,18,18,3
118988,66,66,1
118989,36,36,2
118990,13,13,3
118991,34,34,5
118992,57,57,1
118993,33,33,1
118994,19,19,4
118995,26,26,4
118996,72,72,2
118997,1,1,5
118998,43,43,1
118999,47,47,5
119000,31,31,2
119001,26,26,1
119002,74,74,2
119003,74,74,1
119004,52,52,3
119005,36,36,4
119006,52,52,3
119007,60,60,4
119008,47,47,2
119009,60,60,1
119010,41,41,5
119011,1,1,5
119012,45,45,1
119013,67,67,3
119014,50,50,4
119015,58,58,1
119016,43,43,3
119017,45,45,3
119018,54,54,2
119019,98,98,1
119020,71,71,4
119021,67,67,2
119022,55,55,2
119023,16,16,4
119024,80,80,4
119025,72,72,2
119026,59,59,5
119027,48,48,4
119028,63,63,2
119029,44,44,3
119030,68,68,4
119031,29,29,2
119032,2,2,3
119033,19,19,4
119034,53,53,3
119035,42,42,4
119036,46,46,3
119037,17,17,1
119038,57,57,3
119039,24,24,3
119040,62,62,4
119041,14,14,4
119042,29,29,3
119043,25,25,5
119044,64,64,1
119045,38,38,2
119046,60,60,2
119047,78,78,2
119048,94,94,4
119049,55,55,1
119050,22,22,1
119051,81,81,2
119052,87,87,4
119053,48,48,5
119054,82,82,4
119055,58,58,1
119056,8,8,3
119057,34,34,1
119058,37,37,2
119059,40,40,5
119060,26,26,3
119061,25,25,1
119062,83,83,3
119063,6,6,1
119064,31,31,2
119065,65,65,3
119066,36,36,2
119067,60,60,5
119068,39,39,3
119069,60,60,5
119070,24,24,4
119071,3,3,4
119072,39,39,3
119073,5,5,1
119074,48,48,4
119075,21,21,2
119076,21,21,1
119077,86,86,3
119078,56,56,4
119079,11,11,5
119080,48,48,2
119081,46,46,3
119082,1,1,5
119083,58,58,2
119084,73,73,1
119085,39,39,2
119086,42,42,5
119087,36,36,1
119088,59,59,2
119089,43,43,3
119090,44,44,5
119091,29,29,5
119092,100,100,3
119093,43,43,5
119094,67,67,1
119095,56,56,1
119096,1,1,5
119097,40,40,3
119098,21,21,1
119099,74,74,3
119100,18,18,4
119101,62,62,5
119102,74,74,5
119103,57,57,3
119104,50,50,5
119105,40,40,3
119106,46,46,4
119107,16,16,4
119108,54,54,3
119109,76,76,1
119110,28,28,2
119111,50,50,4
119112,47,47,1
119113,57,57,1
119114,36,36,2
119115,12,12,1
119116,21,21,4
119117,1,1,2
119118,69,69,1
119119,59,59,4
119120,49,49,5
119121,32,32,1
119122,45,45,2
119123,49,49,5
119124,36,36,2
119125,37,37,5
119126,82,82,2
119127,18,18,2
119128,74,74,2
119129,9,9,1
119130,90,90,5
119131,1,1,5
119132,61,61,5
119133,33,33,5
119134,45,45,5
119135,46,46,4
119136,65,65,5
119137,1,1,2
119138,49,49,2
119139,54,54,4
119140,33,33,5
119141,47,47,4
119142,33,33,5
119143,63,63,3
119144,59,59,4
119145,55,55,5
